period,asset_group,metric_name,metric_value,unit,observation_count,evidence_class,interpretation_note
2025-05,Diversifier,variance,0.331592,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,minimum_return,-0.860718,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,maximum_return,1.744133,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,percentile_25,-0.273769,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,percentile_75,0.245873,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,positive_period_probability,31.818182,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,negative_period_probability,68.181818,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,annualized_volatility,9.141178,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,downside_volatility,3.507202,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,drawdown_frequency,63.636364,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,maximum_drawdown,-1.284626,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Diversifier,average_absolute_correlation,0.403106,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,mean_return,-0.460854,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,median_return,-0.393343,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,standard_deviation,1.287887,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,variance,1.658652,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,minimum_return,-2.780744,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,maximum_return,1.868656,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,percentile_25,-1.546419,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,percentile_75,0.668417,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,positive_period_probability,31.818182,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,negative_period_probability,68.181818,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,annualized_volatility,20.444566,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,downside_volatility,13.584461,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,drawdown_frequency,95.454545,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,maximum_drawdown,-8.340531,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Growth,average_absolute_correlation,0.481436,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,mean_return,0.048474,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,median_return,0.07001,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,standard_deviation,0.554647,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,variance,0.307633,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,minimum_return,-1.186665,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,maximum_return,1.31136,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,percentile_25,-0.156883,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,percentile_75,0.288005,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,positive_period_probability,54.545455,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,negative_period_probability,45.454545,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,annualized_volatility,8.804749,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,downside_volatility,6.551666,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,drawdown_frequency,77.272727,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,maximum_drawdown,-1.680327,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-05,Income,average_absolute_correlation,0.539353,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,mean_return,0.161963,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,median_return,0.079321,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,standard_deviation,0.765022,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,variance,0.585258,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,minimum_return,-1.610358,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,maximum_return,2.023327,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,percentile_25,-0.113196,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,percentile_75,0.704112,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,positive_period_probability,61.904762,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,negative_period_probability,38.095238,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,annualized_volatility,12.144343,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,downside_volatility,9.127423,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,drawdown_frequency,52.380952,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,maximum_drawdown,-1.912595,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Defensive,average_absolute_correlation,0.412783,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,mean_return,-0.433165,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,median_return,-0.411082,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,standard_deviation,0.580356,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,variance,0.336813,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,minimum_return,-1.558237,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,maximum_return,1.195792,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,percentile_25,-0.593254,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,percentile_75,-0.287576,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,positive_period_probability,14.285714,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,negative_period_probability,85.714286,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,annualized_volatility,9.212863,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,downside_volatility,6.17518,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,drawdown_frequency,95.238095,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,maximum_drawdown,-8.124849,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Diversifier,average_absolute_correlation,0.403701,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,mean_return,0.070469,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,median_return,0.416512,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,standard_deviation,1.168393,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,variance,1.365142,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,minimum_return,-2.415713,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,maximum_return,1.700818,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,percentile_25,-0.825251,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,percentile_75,0.808549,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,positive_period_probability,66.666667,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,negative_period_probability,33.333333,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,annualized_volatility,18.547661,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,downside_volatility,9.033528,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,drawdown_frequency,61.904762,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,maximum_drawdown,-3.714806,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Growth,average_absolute_correlation,0.496809,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,mean_return,-0.007423,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,median_return,0.051509,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,standard_deviation,0.562166,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,variance,0.316031,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,minimum_return,-1.093388,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,maximum_return,0.951933,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,percentile_25,-0.272744,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,percentile_75,0.236948,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,positive_period_probability,57.142857,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,negative_period_probability,42.857143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,annualized_volatility,8.924115,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,downside_volatility,6.263162,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,drawdown_frequency,57.142857,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,maximum_drawdown,-3.368669,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-06,Income,average_absolute_correlation,0.520579,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,mean_return,0.044172,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,median_return,-0.114603,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,standard_deviation,0.737309,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,variance,0.543625,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,minimum_return,-1.203042,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,maximum_return,1.305326,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,percentile_25,-0.485161,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,percentile_75,0.674924,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,positive_period_probability,43.478261,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,negative_period_probability,56.521739,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,annualized_volatility,11.704418,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,downside_volatility,5.660985,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,drawdown_frequency,78.26087,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,maximum_drawdown,-1.365083,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Defensive,average_absolute_correlation,0.435037,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,mean_return,0.137473,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,median_return,0.089895,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,standard_deviation,0.629792,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,variance,0.396638,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,minimum_return,-0.821543,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,maximum_return,1.649125,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,percentile_25,-0.251321,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,percentile_75,0.340712,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,positive_period_probability,60.869565,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,negative_period_probability,39.130435,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,annualized_volatility,9.997637,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,downside_volatility,4.643075,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,drawdown_frequency,73.913043,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,maximum_drawdown,-2.219844,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Diversifier,average_absolute_correlation,0.107401,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,mean_return,-0.228703,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,median_return,-0.104397,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,standard_deviation,1.012904,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,variance,1.025975,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,minimum_return,-2.376278,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,maximum_return,1.688022,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,percentile_25,-0.833508,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,percentile_75,0.406609,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,positive_period_probability,43.478261,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,negative_period_probability,56.521739,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,annualized_volatility,16.079358,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,downside_volatility,11.843115,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,drawdown_frequency,91.304348,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,maximum_drawdown,-8.149658,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Growth,average_absolute_correlation,0.474944,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,mean_return,0.025705,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,median_return,0.136336,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,standard_deviation,0.597894,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,variance,0.357478,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,minimum_return,-1.480129,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,maximum_return,1.074006,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,percentile_25,-0.373599,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,percentile_75,0.396984,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,positive_period_probability,60.869565,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,negative_period_probability,39.130435,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,annualized_volatility,9.491278,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,downside_volatility,6.278049,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,drawdown_frequency,82.608696,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,maximum_drawdown,-2.691683,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-07,Income,average_absolute_correlation,0.333818,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,mean_return,0.182934,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,median_return,0.003744,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,standard_deviation,0.599281,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,variance,0.359138,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,minimum_return,-1.26612,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,maximum_return,1.337902,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,percentile_25,-0.181833,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,percentile_75,0.392395,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,positive_period_probability,52.380952,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,negative_period_probability,47.619048,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,annualized_volatility,9.513295,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,downside_volatility,5.885635,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,drawdown_frequency,52.380952,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,maximum_drawdown,-1.30467,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Defensive,average_absolute_correlation,0.293678,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,mean_return,-0.075802,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,median_return,-0.169901,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,standard_deviation,0.849936,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,variance,0.722391,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,minimum_return,-1.803607,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,maximum_return,1.826521,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,percentile_25,-0.570511,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,percentile_75,0.611252,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,positive_period_probability,42.857143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,negative_period_probability,57.142857,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,annualized_volatility,13.492314,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,downside_volatility,7.882522,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,drawdown_frequency,85.714286,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,maximum_drawdown,-3.543821,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Diversifier,average_absolute_correlation,0.089456,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,mean_return,0.449031,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,median_return,0.314366,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,standard_deviation,1.268054,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,variance,1.607961,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,minimum_return,-1.677004,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,maximum_return,2.432893,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,percentile_25,-0.405685,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,percentile_75,1.490588,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,positive_period_probability,61.904762,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,negative_period_probability,38.095238,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,annualized_volatility,20.12973,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,downside_volatility,9.646922,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,drawdown_frequency,42.857143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,maximum_drawdown,-3.775546,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Growth,average_absolute_correlation,0.381335,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,mean_return,0.04855,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,median_return,0.132179,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,standard_deviation,0.493143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,variance,0.24319,percent_squared,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,minimum_return,-0.979924,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,maximum_return,1.086833,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,percentile_25,-0.287648,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,percentile_75,0.318783,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,positive_period_probability,57.142857,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,negative_period_probability,42.857143,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,annualized_volatility,7.8284,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,downside_volatility,4.494064,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,drawdown_frequency,85.714286,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,maximum_drawdown,-1.809002,percent,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-08,Income,average_absolute_correlation,0.273894,coefficient,21,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,mean_return,0.175991,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,median_return,0.104625,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,standard_deviation,0.721053,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,variance,0.519918,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,minimum_return,-1.163843,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,maximum_return,1.961831,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,percentile_25,-0.270358,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,percentile_75,0.522894,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,positive_period_probability,54.545455,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,negative_period_probability,45.454545,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,annualized_volatility,11.446364,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,downside_volatility,5.021783,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,drawdown_frequency,63.636364,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,maximum_drawdown,-2.046289,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Defensive,average_absolute_correlation,0.374057,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,mean_return,0.057999,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,median_return,0.332448,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,standard_deviation,0.917551,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,variance,0.841899,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,minimum_return,-1.607682,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,maximum_return,1.590085,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,percentile_25,-0.550872,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,percentile_75,0.579959,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,positive_period_probability,59.090909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,negative_period_probability,40.909091,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,annualized_volatility,14.565668,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,downside_volatility,9.352443,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,drawdown_frequency,59.090909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,maximum_drawdown,-5.53576,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Diversifier,average_absolute_correlation,0.221499,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,mean_return,0.063736,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,median_return,-0.433998,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,standard_deviation,1.573556,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,variance,2.476079,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,minimum_return,-2.028626,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,maximum_return,3.617252,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
